resource_id1,resource_id2,Exposition Coherence,Novelty
46fda8ac-7f33-4e84-81f0-774334fd3357,00c46b2c-3d39-4561-b42e-13daf01ce1ca,0.7741108919834454,0.7167559091611819
44cef389-b0d6-4387-ac89-165110464e2a,b63cc150-f395-4a2d-9d14-05fd6de98078,0.5332768387680575,0.3905373093219148
b63cc150-f395-4a2d-9d14-05fd6de98078,cc02648b-d8ba-4a34-8e36-b19f4c9d29d1,0.7254014035363803,0.5881853930583678
cc02648b-d8ba-4a34-8e36-b19f4c9d29d1,015df83c-5eba-4c14-a42b-6792f51550df,0.41428164846006055,0.2820971704580541
015df83c-5eba-4c14-a42b-6792f51550df,2b60eedb-30d8-4655-901f-ab1c80e26cdd,0.7740456141973603,0.5134180637280832
2b60eedb-30d8-4655-901f-ab1c80e26cdd,4b363f93-ee2e-490b-b6c3-8ddc61ef0949,0.5845913363527383,0.28998756350883903
13f142d4-e7b7-4c4c-958b-575390a79460,79483aa7-b097-4979-ac18-4faa44d0171c,0.4548941433142029,0.1760434436864692
79483aa7-b097-4979-ac18-4faa44d0171c,17070ea3-9983-4042-839a-8963096c8d21,0.812269827616722,0.5310999320255262
1d8ed722-10bf-11e3-8868-12313f070480,1d8ed70e-10bf-11e3-8868-12313f070480,0.5351429352679219,0.2653664258979538
1d8ed70e-10bf-11e3-8868-12313f070480,1d8ed736-10bf-11e3-8868-12313f070480,0.928410596252007,0.13972502969019862
1d8ed736-10bf-11e3-8868-12313f070480,64c47152-1177-11e3-8868-12313f070480,0.3433346153882719,0
64c47152-1177-11e3-8868-12313f070480,64c4715c-1177-11e3-8868-12313f070480,1,0
a5881936-f922-4e8b-b36b-2bc343068414,de66cefe-6fee-4ec0-bded-ebd885ccf8d8,0.9388266439495415,0.41684770954199046
1ab5c431-1282-4ecc-8e14-35f964b7e0ef,01c6423e-42bf-4352-ac2d-fab5d320684a,1,0
01c6423e-42bf-4352-ac2d-fab5d320684a,8ff23e47-3151-44da-8da9-c0c715f512fa,1,0
8ff23e47-3151-44da-8da9-c0c715f512fa,367a5d43-9d3c-46a0-bd6d-64696b628f8e,1,0
367a5d43-9d3c-46a0-bd6d-64696b628f8e,1d18634b-a344-41c1-8eb7-a22738692789,0.910988694548009,0
1d18634b-a344-41c1-8eb7-a22738692789,7107298c-2c4e-4d29-8012-baf063cae33e,1,0
7107298c-2c4e-4d29-8012-baf063cae33e,7268504b-7768-4e86-9d63-32640e345e06,0.9999803134105046,0.09466536636336242
7268504b-7768-4e86-9d63-32640e345e06,0eb27ac6-ba42-4782-b8dc-b82fd7f15a52,0.9044625588648795,0
0eb27ac6-ba42-4782-b8dc-b82fd7f15a52,4aa289f4-ab2a-49e8-84ce-11a79ae53ed0,1,0.09313979407262118
4aa289f4-ab2a-49e8-84ce-11a79ae53ed0,8b1337dd-67c5-443e-9361-2dacc75a0594,1,0
8b1337dd-67c5-443e-9361-2dacc75a0594,e6052c13-1ea2-4f93-a5f5-3c9b48e30852,0.9113338325041337,0
e6052c13-1ea2-4f93-a5f5-3c9b48e30852,219fbb81-7a11-4221-861c-e5e65826a28c,1,0.09706046412123047
219fbb81-7a11-4221-861c-e5e65826a28c,87c49fc6-874a-4ef2-9991-dc3d6ba85860,1,0
87c49fc6-874a-4ef2-9991-dc3d6ba85860,dc4a4f47-aa10-4fff-8217-651f4ff320db,1,0
dc4a4f47-aa10-4fff-8217-651f4ff320db,0ee61bc2-4469-45a9-985a-777485df635e,0.9025222943706793,1.984599507819322E-5
0ee61bc2-4469-45a9-985a-777485df635e,a1a47c00-2af6-4631-af76-ef1ee4337d5f,0.9999409402315143,0.08984889062123702
a1a47c00-2af6-4631-af76-ef1ee4337d5f,0a491365-2ad8-4fae-b769-8863c813a1f7,1,0
0a491365-2ad8-4fae-b769-8863c813a1f7,5b96e575-d29f-4ff2-9693-28fea54459c7,0.9081712568282488,0
5b96e575-d29f-4ff2-9693-28fea54459c7,935545d0-d86d-457c-a227-28a83301f4ad,0.999922396399193,0.09101882625515566
935545d0-d86d-457c-a227-28a83301f4ad,dde3118d-475b-40e2-bf44-db6f9c05cbf8,1,0
dde3118d-475b-40e2-bf44-db6f9c05cbf8,dfc1c56f-5af4-4854-92e0-d3505448bff2,1,0
dfc1c56f-5af4-4854-92e0-d3505448bff2,3b92b81b-e537-40a4-890c-903273b095f1,1,0
3b92b81b-e537-40a4-890c-903273b095f1,3d617126-5eb5-44e8-a677-c8a5e392be52,1,0
3d617126-5eb5-44e8-a677-c8a5e392be52,10412654-40bc-4bfa-bc65-ba754ce2119d,1,0
10412654-40bc-4bfa-bc65-ba754ce2119d,e74585eb-f1f9-4a34-97c1-7727e6f5fd98,0.9071098325913542,1.976597090449083E-5
e74585eb-f1f9-4a34-97c1-7727e6f5fd98,9ffa13df-3e0a-4dc7-acf4-b6fd29c41167,1,0.09317059443184954
9ffa13df-3e0a-4dc7-acf4-b6fd29c41167,5eea7515-2ed0-45a3-a6c6-65e4dbfdae0b,1,0
5eea7515-2ed0-45a3-a6c6-65e4dbfdae0b,c0488424-47bb-4c86-b5a4-118ec8df6c8b,1,0
c0488424-47bb-4c86-b5a4-118ec8df6c8b,d2df2c3f-3500-4b26-9196-badca0a67448,1,0
d2df2c3f-3500-4b26-9196-badca0a67448,1234b251-31f4-48a3-b361-83c2628d728b,1,1.9686589495235843E-5
1234b251-31f4-48a3-b361-83c2628d728b,0dc4b9d6-d162-416a-a023-01bfff30de1a,0.9063525985221446,0
0dc4b9d6-d162-416a-a023-01bfff30de1a,b58d2385-1caa-4167-a510-df7b9c43ab91,1,0.09352179646051742
b58d2385-1caa-4167-a510-df7b9c43ab91,5b642697-1e01-4d79-acfb-e7186bc21057,1,0
5b642697-1e01-4d79-acfb-e7186bc21057,3026d88f-efb6-4fcf-8e1c-af38a1f1ac2a,1,0
3026d88f-efb6-4fcf-8e1c-af38a1f1ac2a,07e6c4e9-51ad-404c-8c44-cdb2ebd36d38,1,0
07e6c4e9-51ad-404c-8c44-cdb2ebd36d38,61db85f5-a689-45b0-bb9c-4ed768ae056f,1,0
61db85f5-a689-45b0-bb9c-4ed768ae056f,b5c215ea-d4d0-44f9-880f-38c8282f2c57,1,0
b5c215ea-d4d0-44f9-880f-38c8282f2c57,b8610ec0-7886-4808-ac6a-483d56992fd8,1,0
b8610ec0-7886-4808-ac6a-483d56992fd8,d6b04a97-1080-4b0b-b1d6-681cb47ed318,1,0
d6b04a97-1080-4b0b-b1d6-681cb47ed318,d3e0ccab-fbb3-4a54-854b-1fe188889778,0.9102080453936136,0
d3e0ccab-fbb3-4a54-854b-1fe188889778,3ba77ab3-20c7-4038-8e87-a0b21c3078cf,1,0
3ba77ab3-20c7-4038-8e87-a0b21c3078cf,bbb0dbd0-0868-4000-945d-93fa5c23768f,1,0
bbb0dbd0-0868-4000-945d-93fa5c23768f,287ab723-b25d-47b8-b3a8-0b5365d56919,1,0
287ab723-b25d-47b8-b3a8-0b5365d56919,43ef5b1a-1cc1-49af-a410-14f426275ec1,0.9999803134105049,0.09729520166949138
aff5b193-d79a-4298-a9d8-db0fa34dacf1,f520a1ed-e55d-4acd-8a26-1e1667b4f675,1,0
f520a1ed-e55d-4acd-8a26-1e1667b4f675,fdd51860-16f1-4b72-836b-7e886f979585,1,0
fdd51860-16f1-4b72-836b-7e886f979585,43a9f2a5-2582-42de-9c15-90dd6fa051bf,1,0
43a9f2a5-2582-42de-9c15-90dd6fa051bf,75216380-5b67-4fcc-b23f-0e2a95ceb846,1,0
75216380-5b67-4fcc-b23f-0e2a95ceb846,8d252339-2ea2-4f37-8dc7-4952397e1578,1,0
8d252339-2ea2-4f37-8dc7-4952397e1578,a6131e57-e711-4592-b860-8ca6d3620bbe,1,0
a6131e57-e711-4592-b860-8ca6d3620bbe,78f21af3-9e85-4952-90c3-8ee61a5b6a9d,1,0
78f21af3-9e85-4952-90c3-8ee61a5b6a9d,64e849fb-bdb2-4f24-8458-21968407fe70,1,0
64e849fb-bdb2-4f24-8458-21968407fe70,2e69b5a3-9e49-47c8-8396-981b6781513c,1,0
2e69b5a3-9e49-47c8-8396-981b6781513c,d231004d-8313-4b1a-bcdf-070de46306f6,1,0
d231004d-8313-4b1a-bcdf-070de46306f6,07e9c33b-b87f-4f48-a42b-387bfa44e400,1,0
07e9c33b-b87f-4f48-a42b-387bfa44e400,ad5183a0-0814-44d7-9c2d-b857285536c3,1,0
ad5183a0-0814-44d7-9c2d-b857285536c3,ca1fce86-840f-4a28-856a-05ccef0c19e9,1,0
ca1fce86-840f-4a28-856a-05ccef0c19e9,ac5b6370-714e-426f-8158-d5eea490b66f,1,0
ac5b6370-714e-426f-8158-d5eea490b66f,bd951bfd-5584-4dd5-b684-1f24e860a96a,1,0
bd951bfd-5584-4dd5-b684-1f24e860a96a,0064c5c4-a7f6-4a8a-8e3b-df820194ec12,1,0
0064c5c4-a7f6-4a8a-8e3b-df820194ec12,5f05e380-56b3-4eb3-8f46-01199e8e8143,1,0
5f05e380-56b3-4eb3-8f46-01199e8e8143,de161ceb-f52f-43d4-831d-1f261fc4d395,1,0
de161ceb-f52f-43d4-831d-1f261fc4d395,55c847b2-1d2a-45fa-846e-6013a52dc20c,1,0
55c847b2-1d2a-45fa-846e-6013a52dc20c,788cfd45-193e-4eaa-8bea-4728ca6c874e,1,0
788cfd45-193e-4eaa-8bea-4728ca6c874e,037659c2-4d0b-4a31-98b6-79d1a4ccf6b9,1,0
037659c2-4d0b-4a31-98b6-79d1a4ccf6b9,cc3dad8f-632d-417a-9dcd-1a73f919f178,1,0
cc3dad8f-632d-417a-9dcd-1a73f919f178,c5ba5150-2224-4a84-b203-9dab03b2c702,1,0
c5ba5150-2224-4a84-b203-9dab03b2c702,4a1cdf55-4f2c-4814-a969-dfffa408282b,1,0
4a1cdf55-4f2c-4814-a969-dfffa408282b,d50900b0-07f5-48e7-82eb-4515f80403be,1,0
d50900b0-07f5-48e7-82eb-4515f80403be,67803098-4be4-4553-b434-98660e7daca8,1,0
67803098-4be4-4553-b434-98660e7daca8,c8fc77e1-93ee-452d-b9c6-ae5683072e11,1,0
c8fc77e1-93ee-452d-b9c6-ae5683072e11,e27a2178-a0dc-450d-88d7-e8fa7193d1c1,1,0
e27a2178-a0dc-450d-88d7-e8fa7193d1c1,eb10c89f-b775-4b9b-b23b-62a617afa5d9,1,0
eb10c89f-b775-4b9b-b23b-62a617afa5d9,3b03f051-7dc6-4ee6-88ab-3c2d55f60409,1,0
3b03f051-7dc6-4ee6-88ab-3c2d55f60409,dbbe3314-6a7d-42bf-88b1-6d0ec85779e0,1,0
dbbe3314-6a7d-42bf-88b1-6d0ec85779e0,968db874-ccf6-4b19-a810-8c99a16cc1ad,1,0
968db874-ccf6-4b19-a810-8c99a16cc1ad,3abc71c4-1168-4fd0-b28c-9a500ac64d76,1,0
3abc71c4-1168-4fd0-b28c-9a500ac64d76,6f7b708d-8db7-4cfe-8c3b-a25be4739d4e,1,0
6f7b708d-8db7-4cfe-8c3b-a25be4739d4e,b0bbd889-91ac-4182-82f3-fd414e00ff1e,1,0
b0bbd889-91ac-4182-82f3-fd414e00ff1e,5ad33d94-9871-4853-a2fd-4eb2d96a6ff4,1,0
5ad33d94-9871-4853-a2fd-4eb2d96a6ff4,cf24348a-7678-4d64-8445-65cd3a6a966c,1,0
cf24348a-7678-4d64-8445-65cd3a6a966c,ae1ff304-d4ba-44ba-8fce-5b6365e52ea5,1,0
ae1ff304-d4ba-44ba-8fce-5b6365e52ea5,b127c126-e657-4b18-8510-c6070602ce21,1,0
b127c126-e657-4b18-8510-c6070602ce21,2c5f0b4b-5fd9-4a80-9774-91afe994a5a4,1,0
2c5f0b4b-5fd9-4a80-9774-91afe994a5a4,5837d75d-48d6-464e-871e-7c6867541e3c,1,0
5837d75d-48d6-464e-871e-7c6867541e3c,9e86e76c-9fd9-4b56-85bf-23528ae23e6b,1,0
9e86e76c-9fd9-4b56-85bf-23528ae23e6b,6bb59862-d0ae-45b4-851d-517675e5492f,1,0
a30a148c-126e-49c0-bf9a-da4505236412,1eae5382-3271-4b9d-9ec7-05bbc073702c,0.9652517815239077,0.02365377407111253
1eae5382-3271-4b9d-9ec7-05bbc073702c,6e15581b-fc76-4d67-8dd2-b0589c1e9038,0.9253856027726448,0.1292469017708853
6e15581b-fc76-4d67-8dd2-b0589c1e9038,e7463089-ecba-4d84-8cb6-adb804a710fd,0.953352849166756,0.005140092744211902
26496ed7-1b62-4d5e-80c3-ece0909069f4,8b9baa34-7bab-4591-a879-acb901507b3a,0.499093535584849,0.16623555478021465
17b24826-a84a-49b5-9da3-83e91623f903,0dba8610-6718-4f46-b5c9-383cc201cc98,0.8091047037779214,0.09225971791455273
0dba8610-6718-4f46-b5c9-383cc201cc98,586e9752-56df-455f-b3d5-62e8686e12ea,0.8761381739233998,0.3067106529954207
a1e6891d-bc6c-4c46-a938-aa8f353ae4dd,6d57468e-5cd7-43e4-b4b6-408f9c786ce5,0.684885142778515,0.32165622502909286
6d57468e-5cd7-43e4-b4b6-408f9c786ce5,e679d5a7-df5d-4444-bd9b-e5710065f3d3,0.7019752472341421,0.29381138078494634
e679d5a7-df5d-4444-bd9b-e5710065f3d3,687cdaa6-0c83-4633-847b-8adfbdee4ffa,0.6690401278697534,0.26904743552877003
687cdaa6-0c83-4633-847b-8adfbdee4ffa,7c60646c-be1e-433e-b62b-d928ac023c85,0.47309614485454726,0.15776465156828035
7c60646c-be1e-433e-b62b-d928ac023c85,6c5dfdf8-b558-45d6-860b-5e35798a8c87,0.9303491134267052,0.5594674911651997
9e7c5d09-7557-494b-8028-dba56d8a277d,ea16316b-3450-4780-b713-10cc0f9e3105,0.5317277560383499,0.4412946099209325
f8017d26-5ad1-445a-8595-7b07cdf50969,c3edb654-ac0b-41b3-b287-92bfe8db8e83,0.85862701266064,0.09871382803588444
c3edb654-ac0b-41b3-b287-92bfe8db8e83,01ac38fa-5eaf-4f9d-a55c-7df5d3139552,0.8630881018890838,0.08279279339502403
01ac38fa-5eaf-4f9d-a55c-7df5d3139552,4d7fe703-578c-4e62-a139-33592d19d104,0.9300207875143446,0.16805927803676549
46a1f497-3b5a-48fb-adc6-e666165eba97,106de10b-7d05-4085-8677-18dcdf8d0e51,0.6026777667911117,0.5352381597371444
939cf940-a93d-4a61-8de1-49e9d8d7c376,50ddbbba-06a0-405b-aa59-95813a90ac2f,0.9730566570937199,0.009168967049048663
50ddbbba-06a0-405b-aa59-95813a90ac2f,96fcc0bf-01b9-4b66-940f-9691392ba650,0.4959015485880757,0.2358333825548754
96fcc0bf-01b9-4b66-940f-9691392ba650,75f06030-a530-4215-9a87-2f6576426d28,0.9971738812998673,0.039178392595367616
52dd94f5-dd3c-4812-947c-5a51a2a8b16d,30377975-64d3-4220-8283-4e651f05e09b,0.1407134265731367,0.21649256512854242
30377975-64d3-4220-8283-4e651f05e09b,16962163-6343-499d-a028-3a84078f74bc,0.9137862102452158,0.9100328166151981
16962163-6343-499d-a028-3a84078f74bc,d51f9723-0e17-4fca-b249-fef06e283cb1,0.8013738549484197,0.27274726425395857
d5137e9e-8746-4682-9bd2-b3f2e20b1a83,fe9ecc49-ff9e-4de1-b2e0-36d709c8a6a8,0.8031074782209311,0.1799276742624979
fe9ecc49-ff9e-4de1-b2e0-36d709c8a6a8,bc4a100d-b503-48db-a3e7-d5a36ccc7c56,0.7748285452101873,0.34365295649823135
bc4a100d-b503-48db-a3e7-d5a36ccc7c56,5dbf4658-b18a-4a48-bf19-b44ee1f3b7ae,0.5861721445383565,0.24618301744518067
375f83ff-923b-4a81-ac01-228d6d3ca28d,87fa486e-843f-11e3-a253-12313f070480,0.7798495641971621,0.6560706657540321
01da5266-b968-48c9-a7e0-f27d3e032968,6594fab6-1382-4337-bc41-160c9b3b1018,0.9321479536373168,0.9998721227621483
6594fab6-1382-4337-bc41-160c9b3b1018,e8153702-192e-4876-9534-3719d44bf09b,0.7689051764446453,0.16748908711846053
e8153702-192e-4876-9534-3719d44bf09b,8fa02aa4-edc2-4e0f-8d08-95768c23b57f,0.8043350086332162,0.23183826563960072
8fa02aa4-edc2-4e0f-8d08-95768c23b57f,8e39f341-21ec-448b-8a05-6e45f13097b5,0.7913211888880085,0.14325408868051717
8e39f341-21ec-448b-8a05-6e45f13097b5,a9ba46ba-6863-4654-a99c-93b00534aaf7,0.9174543718631022,0.4960612118216351
a9ba46ba-6863-4654-a99c-93b00534aaf7,869f4e06-af3d-4edc-9b1d-966cddd25c7e,0.5020641849326549,0.11903805771108215
869f4e06-af3d-4edc-9b1d-966cddd25c7e,009c7f11-28c8-433e-9d91-e7e336c7ea67,0.47791640092378945,0.6023311269562674
009c7f11-28c8-433e-9d91-e7e336c7ea67,35b8c2a7-c8f3-4f31-89d6-9ea6e06a0862,0.7490815953266088,0.7065338119873188
35b8c2a7-c8f3-4f31-89d6-9ea6e06a0862,672ff7a9-5486-4865-a9d6-9fa98055bbac,0.5351544043158999,0.3486434833599067
e82f8ca4-ea40-4a89-982e-51939bd80376,2be5517f-a7bd-4ccf-8750-c3e710db22e4,0.8008289032385063,0.43307791927898676
57a363d2-dd19-4ace-a77f-17621bc6357b,7f41e577-6198-45fa-b4c7-302857f876d6,0.8205109945041341,0.5974845396697476
7f41e577-6198-45fa-b4c7-302857f876d6,666f0a16-c411-4465-bad5-d1708b191c67,0.8474196941654946,0.5476284107969446
666f0a16-c411-4465-bad5-d1708b191c67,83f2fc3d-a015-403f-83ff-5b6f57ddfb08,0.7431833320607106,0.32491549318911817
83f2fc3d-a015-403f-83ff-5b6f57ddfb08,dca2be6c-33ad-4ba5-8b17-fc76355b3206,0.702335719596479,0.14321975413248045
dca2be6c-33ad-4ba5-8b17-fc76355b3206,1fb0b63b-38ba-4950-9d26-7aa5d0abf467,0.5844745945434668,0.18147261290023442
1fb0b63b-38ba-4950-9d26-7aa5d0abf467,f63ded3c-0381-4ed7-9821-a6e3dd39c759,0.8392046575486829,0.4378056434020662
f63ded3c-0381-4ed7-9821-a6e3dd39c759,5960a983-a003-4315-9096-fc4e5b5e55cd,0.6112647830156493,0.07991780242833647
e25f876c-dc1a-447f-a309-1737b63a4714,eda86345-af4e-444a-a1ba-ede8f249e72c,0.15641421317375756,0.1549480598691963
eda86345-af4e-444a-a1ba-ede8f249e72c,d48529b0-6ce4-4267-bb58-24709ef6ecfb,0.8197210398213289,0.5471987496540424
d48529b0-6ce4-4267-bb58-24709ef6ecfb,dc27db2a-4250-4be4-b0a3-d18c02038be5,0.7815685712796077,0.6472018398291598
dc27db2a-4250-4be4-b0a3-d18c02038be5,a17789d0-f963-4602-91e3-5e6d0a76e858,0.6506812069543314,0.20207642021036046
3b05fe72-b68d-4c4d-8bc9-25a3e8261467,86e9f283-1095-4c7d-9bf5-5059a48d3fa5,1,0.6006656956181464
86e9f283-1095-4c7d-9bf5-5059a48d3fa5,6e8e921a-5a54-4bb3-a365-90dc85d29d06,0.7214205817061456,0.2735030293089025
6e8e921a-5a54-4bb3-a365-90dc85d29d06,17185226-0172-4e12-b849-e76341cc5eeb,0.6623250381584002,0.3156683944046053
17185226-0172-4e12-b849-e76341cc5eeb,ce47469b-a66f-4641-83b8-b73a54c9b01b,0.7661175465633987,0.185441698096362
ce47469b-a66f-4641-83b8-b73a54c9b01b,b21f51dc-f77b-4f2d-8624-2291789c722f,0.8007735873622438,0.006174702284417677
b21f51dc-f77b-4f2d-8624-2291789c722f,5ed49440-c523-409f-aedf-b744ee4fff30,0.8748006148753961,0.08808428852112515
5ed49440-c523-409f-aedf-b744ee4fff30,28f29cf8-1b85-4a14-81c2-e427af2ac2af,0.9752120097992225,0.1047086862266183
28f29cf8-1b85-4a14-81c2-e427af2ac2af,304da759-9d94-45b0-a303-61ec84220d13,0.7164759621700839,0.4185166470011455
304da759-9d94-45b0-a303-61ec84220d13,861afdfc-d38d-4660-8bab-9d37b3820662,0.7194319960925251,0.21238994980180043
861afdfc-d38d-4660-8bab-9d37b3820662,6b5fcce9-7557-40dc-93e3-b22cfe58c24a,0.4287430378006815,0.24738579119837437
6b5fcce9-7557-40dc-93e3-b22cfe58c24a,25b453bf-d59f-4da0-84fa-fd1b6ae68687,0.8793591899687877,0.42343689601102735
fc909385-b940-4769-b336-87bf836a72f3,4189531c-b4d0-40b2-b71b-5a3ad3c406e9,0.22228960134381395,0
4189531c-b4d0-40b2-b71b-5a3ad3c406e9,d19290c4-c1aa-4eb2-87a1-7923d9293d8f,1,0.16205514809619104
d19290c4-c1aa-4eb2-87a1-7923d9293d8f,a940b81d-a3fb-4734-99a9-0035ae831fc2,0.8496319631458908,0.012635180546701194
a940b81d-a3fb-4734-99a9-0035ae831fc2,698742ef-53d2-4f81-aba7-6e02d47100bb,0.9838244398447192,0.017999648060188327
9250d89a-c225-47b4-b1b6-616ddb605fde,8c567c3a-c48c-4ad6-9b63-0a8261f464bf,1,0
8c567c3a-c48c-4ad6-9b63-0a8261f464bf,0d07dbff-0cca-45dc-9c98-6ef2f3c592c0,1,0
0d07dbff-0cca-45dc-9c98-6ef2f3c592c0,b7bd1193-ef12-4da8-9f4b-64308265c7a7,1,0
b7bd1193-ef12-4da8-9f4b-64308265c7a7,e56be41c-44a3-40c2-ab11-2d2b5d093a36,1,0
e56be41c-44a3-40c2-ab11-2d2b5d093a36,e12ff6cd-b079-4110-9369-71de937a35a5,1,0
e12ff6cd-b079-4110-9369-71de937a35a5,7876cf8a-e7bb-4be9-bbee-5d443974bcf3,1,0
7876cf8a-e7bb-4be9-bbee-5d443974bcf3,de5ae1a9-a5e1-4746-940c-c208380e9c6a,1,0
de5ae1a9-a5e1-4746-940c-c208380e9c6a,bb7d4481-664f-4088-87f4-b411cbf0eba2,1,0
bb7d4481-664f-4088-87f4-b411cbf0eba2,58e2b000-b71d-4eac-b72f-0a1f3ee2fe7a,1,0
58e2b000-b71d-4eac-b72f-0a1f3ee2fe7a,715af86f-de09-4d34-8e60-e312b3d0696e,1,0
715af86f-de09-4d34-8e60-e312b3d0696e,eb7e83d2-2714-411c-97c2-1fd4f11699b9,1,0
eb7e83d2-2714-411c-97c2-1fd4f11699b9,c901cef0-da30-4b64-83e8-28463da61857,1,0
c901cef0-da30-4b64-83e8-28463da61857,cb429971-29d3-4459-8e8c-00fa46f98c60,1,0
cb429971-29d3-4459-8e8c-00fa46f98c60,e328aa72-7f3b-4ef1-9e96-849e3d113952,1,0
e328aa72-7f3b-4ef1-9e96-849e3d113952,676889d2-7fa1-43b0-acb6-e5604cf37bf6,1,0
676889d2-7fa1-43b0-acb6-e5604cf37bf6,690325e1-68c9-4a87-bd82-5455c20c49f1,1,0
690325e1-68c9-4a87-bd82-5455c20c49f1,2ed6b7db-1313-46be-909a-098114717f2c,1,0
2ed6b7db-1313-46be-909a-098114717f2c,dff544df-d841-41bd-abd0-ae63e9debabb,1,0
dff544df-d841-41bd-abd0-ae63e9debabb,dfed9ed6-943a-49e7-9e2c-aa6005e29b5d,1,0
dfed9ed6-943a-49e7-9e2c-aa6005e29b5d,f0c9b36f-da67-45a1-836a-90b7e7e106be,1,0
f0c9b36f-da67-45a1-836a-90b7e7e106be,870e75b9-386d-4f48-bfff-1b7bd26b9bae,1,0
870e75b9-386d-4f48-bfff-1b7bd26b9bae,7c7e957e-7f63-406d-a733-47811d32c833,1,0
7c7e957e-7f63-406d-a733-47811d32c833,0f061ffa-348d-4d7c-aba8-33d5877f82cd,1,0
0f061ffa-348d-4d7c-aba8-33d5877f82cd,33e9095b-e16d-4833-a6c0-e9635a8d9d98,1,0
33e9095b-e16d-4833-a6c0-e9635a8d9d98,e6f342c5-71a9-4f4d-aa00-27363ecacbfe,1,0
e6f342c5-71a9-4f4d-aa00-27363ecacbfe,94073ae4-1846-47d9-9555-71d06dfed09f,1,0
94073ae4-1846-47d9-9555-71d06dfed09f,89b64c14-2c71-4335-ac76-7e515836b1e0,1,0
89b64c14-2c71-4335-ac76-7e515836b1e0,8c283355-8530-4a19-b4e0-2b6475543643,1,0
8c283355-8530-4a19-b4e0-2b6475543643,68780aa3-13f4-447c-9cae-c637f8eecda0,1,0
68780aa3-13f4-447c-9cae-c637f8eecda0,cf604715-4881-4a5f-ad1b-2ceda95ee675,1,0
cf604715-4881-4a5f-ad1b-2ceda95ee675,35ea5221-d6f1-4abb-8310-481433828650,1,0
35ea5221-d6f1-4abb-8310-481433828650,980a41f8-b076-42ae-a962-59b76303694e,1,0
980a41f8-b076-42ae-a962-59b76303694e,ee32c562-0aa4-48df-bacf-3f472855c9fa,1,0
ee32c562-0aa4-48df-bacf-3f472855c9fa,3f64c4c1-5ad1-460c-9ee4-043b0eefaaec,1,0
3f64c4c1-5ad1-460c-9ee4-043b0eefaaec,0dc73ea8-6d81-4dc0-aa18-88a87b545ce2,1,0
0dc73ea8-6d81-4dc0-aa18-88a87b545ce2,e1edd06f-6491-468e-8442-7fed86bda9b1,1,0
e1edd06f-6491-468e-8442-7fed86bda9b1,2049c1e8-bd1d-4298-b38d-036e6c6f2484,1,0
2049c1e8-bd1d-4298-b38d-036e6c6f2484,55678cd3-4370-40c0-ac31-b3ba192b6288,1,0
55678cd3-4370-40c0-ac31-b3ba192b6288,0645409a-cf0b-4d58-b1e1-58e4897f5955,1,0
0645409a-cf0b-4d58-b1e1-58e4897f5955,5b0c5209-e01c-4328-b605-988452b1a3df,1,0
5b0c5209-e01c-4328-b605-988452b1a3df,13958b55-90d2-4762-8548-7e0e2cc28ed3,1,0
0b802990-6a98-452b-a960-dade39eb570e,46bd33fd-8596-42d1-80f8-185c75648395,0.8977248602436592,0.017186223843345037
46bd33fd-8596-42d1-80f8-185c75648395,56ad8953-7fab-4d81-8e5e-5cca14a23f39,0.7380065308810205,0.43018841555796905
